Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
Earth,1930,Unrated,17,Oct,75,Drama,Aleksandr Dovzhenko,"Stepan Shkurat, Semyon Svashenko, Yuliya Solntseva, Yelena Maksimova","In the peaceful countryside, Vassily opposes the rich kulaks over the coming of collective farming.",Russian,SovietUnion,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMDg4MzU3OTgtZmFkOC00MGRkLTlmZDctYWEwN2JmYWM1YTc4XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,0.79,N/A,7.3,4951,tt0021571,N/A,
La Chienne,1931,Not Rated,20,Nov,95,"Crime,Drama",Jean Renoir,"Michel Simon, Janie Marèse, Georges Flamant, Roger Gaillard",A woman and her pimp exploit a painter for money.,French,France,N/A,https://m.media-amazon.com/images/M/MV5BYTZjY2QwYjMtODQ0YS00MGRjLTg5Y2QtNWUzNWU2ZjM0MDU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,N/A,7.6,3671,tt0021739,Les Établissements Braunberger-Richebé,
City Lights,1931,G,7,Mar,87,"Comedy,Drama,Romance",Charles Chaplin,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","None,English",USA,3 wins.,https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.98,99,8.5,164505,tt0021749,Charles Chaplin Productions,
Dracula,1931,Passed,14,Feb,75,"Drama,Fantasy,Horror","Tod Browning, Karl Freund","Bela Lugosi, Helen Chandler, David Manners, Dwight Frye","After a naive real estate agent succumbs to the will of Count Dracula, the two head to London where the vampire sleeps in his coffin by day and searches for potential victims by night.","English,Hungarian,Latin",USA,5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMWVkYzUtZDMzNy00ZjdkLWEwYWUtNGZkNmQ5M2U5Njg4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,0.92,71,7.5,45610,tt0021814,Universal Pictures,
Frankenstein,1931,Passed,21,Nov,70,"Drama,Horror,Sci-Fi,Thriller",James Whale,"Colin Clive, Mae Clarke, John Boles, Boris Karloff",Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,"English,Latin",USA,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ0Njc1MjM0OF5BMl5BanBnXkFtZTgwNTY2NTUyMjE@._V1_SX300.jpg,1,91,7.8,64502,tt0021884,Universal Pictures,
Little Caesar,1931,Not Rated,25,Jan,79,"Action,Crime,Drama,Romance",Mervyn LeRoy,"Edward G. Robinson, Douglas Fairbanks Jr., Glenda Farrell, William Collier Jr.",A small-time criminal moves to a big city to seek bigger fortune.,English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BYzE4ZTI3MDQtMTE5MS00MzQxLTkwZGMtYWM5MjU2MzE3OTk5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.92,N/A,7.3,11839,tt0021079,First National Pictures,
À Nous la Liberté,1931,Not Rated,31,Dec,97,"Comedy,Musical",René Clair,"Henri Marchand, Raymond Cordy, Rolla France, Paul Ollivier","Seeking better life, two convicts escape from prison.",French,France,Nominated for 1 Oscar. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BODg0ODAzNTItM2M4ZC00NGYxLWIzMmMtNzFiMWIzYWU2YWJiXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,1,N/A,7.5,3857,tt0022599,N/A,
Limite,1931,Not Rated,1,Oct,114,"Drama,Romance",Mario Peixoto,"Olga Breno, Tatiana Rey, Raul Schnoor, Brutus Pedreira",Three people sail aimlessly while remembering their past.,"None,Portuguese",Brazil,N/A,https://m.media-amazon.com/images/M/MV5BMjJjY2UwMTctNDNjOS00Mzk5LWFjZjAtMzg2ZWM5ODM5YmQ3XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,N/A,N/A,7.3,1818,tt0022080,N/A,
M,1931,Passed,31,Aug,99,"Crime,Mystery,Thriller",Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",German,Germany,2 wins.,https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_SX300.jpg,1,N/A,8.3,140793,tt0022100,Nero-Film AG,
Tabu: A Story of the South Seas,1931,Not Rated,1,Aug,86,"Drama,Romance,Adventure",F.W. Murnau,"Matahi, Anne Chevalier, Bill Bambridge, Hitu","On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",English,USA,Won 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BNDhmNzg0M2UtZGNkNC00YTQ3LWE0ZjAtMmFjNTI2MmFkZmNiXkEyXkFqcGdeQXVyMTczMjA2Nzk@._V1_SX300.jpg,0.92,N/A,7.5,4919,tt0022458,"Paramount Pictures, Murnau-Flaherty Productions",
The Public Enemy,1931,Not Rated,15,May,83,"Crime,Drama",William A. Wellman,"James Cagney, Jean Harlow, Edward Woods, Joan Blondell","A young hoodlum rises up through the ranks of the Chicago underworld, even as a gangster's accidental death threatens to spark a bloody mob war.",English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BZmJhZTU2NjEtZWM4MC00ZWU3LWEyOWUtMDgxNzI4ZTllYjcwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.7,17445,tt0022286,Warner Brothers,
Boudu Saved from Drowning,1932,Not Rated,23,Feb,85,Comedy,Jean Renoir,"Michel Simon, Marcelle Hainia, Sévérine Lerczinska, Jean Gehret","A bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNzlhYTI1MzgtZTU4MS00MDhmLWE5NjUtNTJjYTY4NmJhNjIxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.4,4847,tt0022718,Crédit Cinématographique Français,
Freaks,1932,Not Rated,20,Feb,64,"Drama,Horror",Tod Browning,"Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","English,German,French",USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0.95,80,7.9,41740,tt0022913,Metro Goldwyn Mayer,
I Am a Fugitive from a Chain Gang,1932,Passed,19,Nov,92,"Crime,Drama,Film-Noir",Mervyn LeRoy,"Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",English,USA,Nominated for 3 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.96,N/A,8.2,11490,tt0023042,"Warner Brothers, The Vitaphone Corporation",
Love Me Tonight,1932,Passed,14,Oct,104,"Comedy,Musical,Romance",Rouben Mamoulian,"Maurice Chevalier, Jeanette MacDonald, Charles Ruggles, Charles Butterworth","A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMGFhZTQ3NGItMWFlNy00OTU4LWJiYzItYWM2NGU1YTY1NjE4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1,N/A,7.6,3483,tt0023158,Paramount Pictures,
Scarface,1932,PG,9,Apr,93,"Action,Crime,Drama,Film-Noir,Thriller","Howard Hawks, Richard Rosson(co-director)","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BYmMxZTU2ZDUtM2Y1MS00ZWFmLWJlN2UtNzI0OTJiOTYzMTk3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,0.98,87,7.8,24919,tt0023427,The Caddo Company,
Shanghai Express,1932,Approved,12,Feb,82,"Adventure,Drama,Romance,Thriller",Josef von Sternberg,"Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland",A notorious woman rides a train through a dangerous situation with a British captain she loved.,"English,French,Cantonese,German",USA,Won 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDc3ODRlZDktY2M2MC00Y2UxLWI1MWMtODkyYjI1NzQyNjIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.94,83,7.3,7366,tt0023458,Paramount Pictures,
Vampyr,1932,Not Rated,14,Aug,75,"Fantasy,Horror",Carl Theodor Dreyer,"Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz",A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,German,"Germany,France",N/A,https://m.media-amazon.com/images/M/MV5BMmNmOTg4MDYtZDZjYy00NjNkLTkxMjQtNWM5YjVmODYyZGE4XkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_SX300.jpg,0.97,N/A,7.5,15591,tt0023649,Tobis Filmkunst,
Trouble in Paradise,1932,Not Rated,30,Oct,83,"Comedy,Crime,Romance",Ernst Lubitsch,"Miriam Hopkins, Kay Francis, Herbert Marshall, Charles Ruggles",A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,"English,Italian,Russian,Spanish,German",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BY2E5ODgyYmQtY2Q0ZS00N2MyLWJhYzktYTliMWEyOWM2OGNiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.92,N/A,8,12702,tt0023622,Paramount Publix Corporation,
42nd Street,1933,Passed,11,Mar,89,"Comedy,Musical,Romance",Lloyd Bacon,"Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler","A director puts on what may be his last Broadway show and, at the last moment, a naive newcomer has to replace the star.",English,USA,Nominated for 2 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_SX300.jpg,0.96,83,7.4,10489,tt0024034,Warner Brothers,
The Bitter Tea of General Yen,1932,Approved,6,Jan,88,"Drama,Romance,War",Frank Capra,"Barbara Stanwyck, Nils Asther, Toshia Mori, Walter Connolly",A Chinese warlord and an engaged Christian missionary fall in love.,"English,Mandarin,French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg2MzcyNzIxMF5BMl5BanBnXkFtZTgwODQzODgwMzE@._V1_SX300.jpg,1,N/A,7,3413,tt0023814,Columbia Pictures Corporation,
Duck Soup,1933,Not Rated,17,Nov,69,"Comedy,Musical,War",Leo McCarey,"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0.92,93,7.8,54890,tt0023969,Paramount Pictures,
Footlight Parade,1933,Passed,21,Oct,104,"Comedy,Musical,Romance",Lloyd Bacon,"James Cagney, Joan Blondell, Ruby Keeler, Dick Powell","Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.","English,French",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjM1MjA5NTY1Nl5BMl5BanBnXkFtZTgwNTQ1OTg5MTE@._V1_SX300.jpg,1,80,7.6,4622,tt0024028,Warner Bros.,
Gold Diggers of 1933,1933,Passed,27,May,97,"Comedy,Drama,Musical",Mervyn LeRoy,"Warren William, Joan Blondell, Aline MacMahon, Ruby Keeler",A wealthy composer rescues unemployed Broadway performers with a new play.,English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1_SX300.jpg,1,N/A,7.7,7120,tt0024069,Warner Bros.,
King Kong,1933,Passed,7,Apr,100,"Adventure,Horror,Sci-Fi","Merian C. Cooper, Ernest B. Schoedsack","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,English,USA,3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX300.jpg,0.98,90,7.9,78101,tt0024216,RKO Radio Pictures Inc.,
Las Hurdes,1933,N/A,1,Dec,30,"Documentary,Short",Luis Buñuel,"Abel Jacquin, Alexandre O'Neill","A surrealistic documentary portrait of the region of Las Hurdes, a remote region of Spain where civilisation has barely developed, showing how the local peasants try to survive without even the most basic utilities and skills.",French,Spain,N/A,https://m.media-amazon.com/images/M/MV5BY2I3NzMyOTQtZWIwMi00OGZmLTlmNzItN2FkN2QzZGY1NWQxXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,N/A,N/A,7.4,5176,tt0023037,N/A,
Queen Christina,1933,Approved,9,Feb,99,"Biography,Drama,History,Romance",Rouben Mamoulian,"Greta Garbo, John Gilbert, Ian Keith, Lewis Stone","Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.","English,Spanish",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,0.9,N/A,7.6,6951,tt0024481,Metro-Goldwyn-Mayer,
She Done Him Wrong,1933,Passed,9,Feb,66,"Comedy,Drama,History,Musical,Romance",Lowell Sherman,"Mae West, Cary Grant, Owen Moore, Gilbert Roland","In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",English,USA,Nominated for 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BY2Q3NjEzMTAtMDY3ZS00MDQ5LWI2N2MtZjk4NTE2ZDIwMzU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.91,N/A,6.3,5304,tt0024548,Paramount Pictures,
Sons of the Desert,1933,Passed,29,Dec,68,Comedy,William A. Seiter,"Stan Laurel, Oliver Hardy, Charley Chase, Mae Busch","When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTU1Mzk4NjEwMV5BMl5BanBnXkFtZTgwMjEzNTU3MzE@._V1_SX300.jpg,1,N/A,7.6,7656,tt0024601,Hal Roach Studios Inc.,
Zero for Conduct,1933,Not Rated,21,Jun,44,"Short,Comedy,Drama",Jean Vigo,"Jean Dasté, Robert le Flon, Du Verron, Delphin","In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",French,France,1 win.,https://m.media-amazon.com/images/M/MV5BNTAyY2YyZjUtOTBhYi00ZTE1LWJjZmQtODlmNzc2M2E5MGE1XkEyXkFqcGdeQXVyNjI5NTk0MzE@._V1_SX300.jpg,N/A,N/A,7.3,7674,tt0024803,N/A,
L'Atalante,1934,Not Rated,21,Jun,89,"Comedy,Drama,Romance",Jean Vigo,"Dita Parlo, Jean Dasté, Gilles Margaritis, Louis Lefebvre",Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,"French,Russian",France,1 nomination.,https://m.media-amazon.com/images/M/MV5BMGRkOTA2NjYtMDEyOC00MWUxLTkzMjctZmU0MjVjZTQ1MjZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,1,N/A,7.8,14311,tt0024844,G.F.F.A (Gaumont-Franco Film-Aubert,
The Black Cat,1934,Not Rated,7,May,65,"Adventure,Crime,Horror,Romance,Thriller",Edgar G. Ulmer,"Boris Karloff, Bela Lugosi, David Manners, Julie Bishop",American honeymooners in Hungary become trapped in the home of a Satan-worshiping priest when the bride is taken there for medical help following a road accident.,"English,Latin,Hungarian",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNTkzZmMzZDEtNGVlNC00MDdlLThjZDctOTg2YzY2YjMxN2IxXkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_SX300.jpg,0.88,N/A,7,9359,tt0024894,Universal Pictures,
The Goddess,1934,TV-PG,N/A,,85,Drama,Yonggang Wu,"Lingyu Ruan, Tian Jian, Zhizhi Zhang, Keng Li","Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China.",Chinese,China,N/A,https://m.media-amazon.com/images/M/MV5BYTBiZDIxMDAtYjIwOC00M2YxLWE3MWItMGJiYmEzMjgxN2I1XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,1,N/A,7.8,1477,tt0195256,N/A,
It Happened One Night,1934,Approved,22,Feb,105,"Comedy,Romance",Frank Capra,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,English,USA,Won 5 Oscars. Another 5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.98,87,8.1,92419,tt0025316,Columbia Pictures Corporation,
It's a Gift,1934,Passed,30,Nov,68,Comedy,Norman Z. McLeod,"W.C. Fields, Kathleen Howard, Jean Rouverol, Julian Madison","A henpecked New Jersey grocer makes plans to move to California to grow oranges, despite the resistance of his overbearing wife.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZmI2MGIwODgtNzQxOS00MzJlLWEyMTgtNTk3MjdlMmMzN2MxXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_SX300.jpg,1,N/A,7.2,4668,tt0025318,Paramount Pictures,
The Thin Man,1934,TV-PG,25,May,91,"Comedy,Crime,Mystery",W.S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",English,USA,Nominated for 4 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,0.98,86,8,26019,tt0025878,"Metro Goldwyn Mayer, Cosmopolitan Films",
The 39 Steps,1935,Not Rated,1,Aug,86,"Mystery,Thriller",Alfred Hitchcock,"Robert Donat, Madeleine Carroll, Lucie Mannheim, Godfrey Tearle","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",English,UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_SX300.jpg,0.96,93,7.6,50839,tt0026029,Gaumont British Picture Corporation Ltd.,
The Bride of Frankenstein,1935,Not Rated,6,May,75,"Drama,Horror,Sci-Fi",James Whale,"Boris Karloff, Colin Clive, Valerie Hobson, Ernest Thesiger","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",English,USA,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_SX300.jpg,0.98,95,7.8,43049,tt0026138,Universal Pictures,
Captain Blood,1935,Passed,28,Dec,119,"Action,Adventure",Michael Curtiz,"Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone","After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.","English,French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjMwNDc1MzMyNV5BMl5BanBnXkFtZTgwODUzMjU1MzE@._V1_SX300.jpg,1,N/A,7.7,12791,tt0026174,Warner Brothers/Seven Arts,
Mutiny on the Bounty,1935,Passed,12,Jan,132,"Adventure,Biography,Drama,History,Romance",Frank Lloyd,"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin","First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1788 mutiny.","English,Polynesian",USA,Won 1 Oscar. Another 2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNmRhZWU4MTAtNzE0OC00YjIyLTk2MGItMDRjYTc0MTZiNmU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,0.93,87,7.7,20557,tt0026752,Metro-Goldwyn-Mayer,
A Night at the Opera,1935,Passed,15,Nov,96,"Comedy,Music,Musical","Sam Wood, Edmund Goulding","Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle",A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,"English,Italian",USA,1 win.,https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.97,N/A,7.9,30124,tt0026778,Metro Goldwyn Mayer,
Peter Ibbetson,1935,Not Rated,7,Nov,85,"Drama,Fantasy,Romance",Henry Hathaway,"Gary Cooper, Ann Harding, John Halliday, Ida Lupino","A Victorian-era architect, commissioned by the Duke of Towers to design his stables, falls in love with the Duchess.","English,French",USA,N/A,https://m.media-amazon.com/images/M/MV5BODBjOTc2NjMtYzE0Ni00YjRiLTlhODYtMTUxMDFkMDRiN2U0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.64,N/A,7.1,1714,tt0026866,N/A,
Top Hat,1935,Not Rated,6,Sep,101,"Comedy,Musical,Romance",Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.","English,Italian",USA,Nominated for 4 Oscars. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1,92,7.7,17068,tt0027125,RKO Radio Pictures Inc.,
Triumph of the Will,1935,Not Rated,28,Mar,110,"Documentary,History,War",Leni Riefenstahl,"Adolf Hitler, Max Amann, Martin Bormann, Walter Buch","The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",German,Germany,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTIzNGE3MTYtYjIyNy00MTM2LTg3MDItOWNjYWNkNDNlMjM1XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_SX300.jpg,0.87,N/A,7.3,14660,tt0025913,N/A,
