Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Philadelphia Story,1940,Not Rated,17 Jan 1941,112 min,"Comedy, Romance",George Cukor,"Donald Ogden Stewart (screen play), Philip Barry (based on the play by)","Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","English, French",USA,Won 2 Oscars. Another 3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,7.9,"62,576",tt0032904,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
Pinocchio,1940,G,23 Feb 1940,88 min,"Animation, Comedy, Family, Fantasy, Musical","Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","Carlo Collodi (from the story by), Ted Sears (story adaptation), Otto Englander (story adaptation), Webb Smith (story adaptation), William Cottrell (story adaptation), Joseph Sabo (story adaptation), Erdman Penner (story adaptation), Aurelius Battaglia (story adaptation)","Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",English,USA,Won 2 Oscars. Another 4 wins.,https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '99/100'}]",99,7.4,"129,351",tt0032910,movie,N/A,N/A,Walt Disney Productions,N/A,True
Rebecca,1940,Approved,12 Apr 1940,130 min,"Drama, Mystery, Romance, Thriller",Alfred Hitchcock,"Daphne Du Maurier (celebrated novel), Robert E. Sherwood (screen play), Joan Harrison (screen play), Philip MacDonald (adaptation), Michael Hogan (adaptation)","Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"English, French",USA,Won 2 Oscars. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"121,918",tt0032976,movie,N/A,N/A,Selznick International Pictures,N/A,True
Citizen Kane,1941,PG,05 Sep 1941,119 min,"Drama, Mystery",Orson Welles,"Herman J. Mankiewicz (original screen play), Orson Welles (original screen play)","Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","English, Italian",USA,Won 1 Oscar. Another 9 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,8.3,"393,158",tt0033467,movie,N/A,N/A,"Mercury Productions, RKO Radio Pictures Inc.",N/A,True
Dumbo,1941,G,31 Oct 1941,64 min,"Animation, Drama, Family, Musical","Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte","Joe Grant (screen story by), Dick Huemer (screen story by), Otto Englander (story direction), Bill Peet (story development), Aurelius Battaglia (story development), Joe Rinaldi (story development), Vernon Stallings (story development), Webb Smith (story development)","Herman Bing, Billy Bletcher, Edward Brophy, Hall Johnson Choir","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",English,USA,Won 1 Oscar. Another 4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWVmNWQ2OTQtNzJlNC00ZmQwLTg4ZTktZTNmM2IxZTlkOGM3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,7.2,"117,544",tt0033563,movie,N/A,N/A,Walt Disney Productions,N/A,True
High Sierra,1941,Passed,25 Jan 1941,100 min,"Action, Adventure, Crime, Drama, Film-Noir, Thriller",Raoul Walsh,"John Huston (screen play), W.R. Burnett (screen play), W.R. Burnett (from a novel by)","Ida Lupino, Humphrey Bogart, Alan Curtis, Arthur Kennedy","After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BYzg2MzBjNWUtMDgyZS00ZWFmLTljMDEtZmUxMTEwNGM4M2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.5,"14,841",tt0033717,movie,N/A,N/A,Warner Brothers,N/A,True
How Green Was My Valley,1941,Not Rated,09 Apr 1942,118 min,"Drama, Family",John Ford,"Philip Dunne (screen play), Richard Llewellyn (based on the novel by)","Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","English, Welsh",USA,Won 5 Oscars. Another 8 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.7,"20,939",tt0033729,movie,N/A,N/A,Twentieth Century Fox,N/A,True
The Lady Eve,1941,Passed,21 Mar 1941,94 min,"Comedy, Romance",Preston Sturges,"Monckton Hoffe (screen play: based on a story by), Preston Sturges","Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette","A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him.",English,USA,Nominated for 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BOTQzNWM4Y2QtMWVhYS00MTNkLTgxMGMtNjM5Y2FmNjQ2MWFiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,7.8,"18,740",tt0033804,movie,N/A,N/A,Paramount Pictures,N/A,True
The Maltese Falcon,1941,Not Rated,18 Oct 1941,100 min,"Film-Noir, Mystery",John Huston,"John Huston (screen play by), Dashiell Hammett (based upon the novel by)","Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",English,USA,Nominated for 3 Oscars. Another 4 wins.,https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.0,"147,210",tt0033870,movie,N/A,N/A,"Warner Brothers, First National Pictures",N/A,True
Sergeant York,1941,Passed,27 Sep 1941,134 min,"Biography, Drama, History, Romance, War",Howard Hawks,"Abem Finkel (original screen play), Harry Chandlee (original screen play), Howard Koch (original screen play), John Huston (original screen play), Alvin C. York (based upon: the diary of), Tom Skeyhill (diary editor)","Gary Cooper, Walter Brennan, Joan Leslie, George Tobias",A marksman is drafted in World War I and ends up becoming one of the most celebrated war heroes.,"English, French, German",USA,Won 2 Oscars. Another 3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYmEzN2M4YjgtZmQ2MC00ZGI3LWEwNWEtNDRjNGE0N2FiMzQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.7,"15,241",tt0034167,movie,N/A,N/A,Warner Brothers,N/A,True
Sullivan's Travels,1941,Not Rated,06 Feb 1942,90 min,"Adventure, Comedy, Drama, Romance",Preston Sturges,Preston Sturges,"Joel McCrea, Veronica Lake, Robert Warwick, William Demarest","A Hollywood director, John L Sullivan, sets out to experience life as a poor, homeless person in order to gain relevant life experience for his next movie.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.9,"23,696",tt0034240,movie,N/A,N/A,Paramount Pictures,N/A,True
The Wolf Man,1941,Not Rated,12 Dec 1941,70 min,Horror,George Waggner,Curt Siodmak (original screenplay),"Lon Chaney Jr., Claude Rains, Warren William, Ralph Bellamy","Larry Talbot returns to his father's castle in Wales and meets a beautiful woman. One fateful night, Talbot escorts her to a local carnival where they meet a mysterious gypsy fortune teller.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODRmMDBjMTYtZmJiZi00Mzk3LWFhZDAtMDExNDFhMWQzNzEyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.3,"23,720",tt0034398,movie,N/A,N/A,Universal Pictures,N/A,True
Casablanca,1942,PG,23 Jan 1943,102 min,"Drama, Romance, War",Michael Curtiz,"Julius J. Epstein (screenplay), Philip G. Epstein (screenplay), Howard Koch (screenplay), Murray Burnett (play), Joan Alison (play)","Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,"English, French, German, Italian",USA,Won 3 Oscars. Another 5 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,8.5,"515,660",tt0034583,movie,N/A,N/A,Warner Brothers,N/A,True
Cat People,1942,Not Rated,25 Dec 1942,73 min,"Fantasy, Horror, Thriller",Jacques Tourneur,DeWitt Bodeen,"Simone Simon, Kent Smith, Tom Conway, Jane Randolph",An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,"English, Czech, Serbian",USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzI4YWY0NWQtNWI5YS00MGE4LWE4YTgtMzBmOWIwMzdiYTRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.3,"19,401",tt0034587,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
The Magnificent Ambersons,1942,Not Rated,10 Jul 1942,88 min,"Drama, Romance","Orson Welles, Fred Fleck, Robert Wise","Booth Tarkington (from the novel by), Orson Welles (script writer)","Joseph Cotten, Dolores Costello, Anne Baxter, Tim Holt",The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,English,USA,Nominated for 4 Oscars. Another 4 wins.,https://m.media-amazon.com/images/M/MV5BOTQ4Y2I5MzYtNDJkZS00YTFmLWJkODctMmU3YzQ3ZDhkMWE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.7,"22,318",tt0035015,movie,N/A,N/A,"Mercury Productions, RKO Radio Pictures Inc.",N/A,True
Mrs. Miniver,1942,Not Rated,01 Dec 1942,134 min,"Drama, Romance, War",William Wyler,"Arthur Wimperis (screenplay), George Froeschel (screenplay), James Hilton (screenplay), Claudine West (screenplay), Jan Struther (based on the book by)","Greer Garson, Walter Pidgeon, Teresa Wright, May Whitty",A British family struggles to survive the first months of World War II.,"English, German",USA,Won 6 Oscars. Another 4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.6,"15,698",tt0035093,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
"Now, Voyager",1942,Passed,31 Oct 1942,117 min,"Drama, Romance",Irving Rapper,"Casey Robinson (screenplay), Olive Higgins Prouty (from the novel by)","Bette Davis, Paul Henreid, Claude Rains, Gladys Cooper","A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.","English, Portuguese",USA,Won 1 Oscar. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZDQ2YWUxOTctYWNjMi00NzE3LTg4MjUtMzUyNzA0OTJjZjNjXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.9,"14,898",tt0035140,movie,N/A,N/A,Warner Brothers,N/A,True
The Palm Beach Story,1942,Passed,01 Jan 1943,88 min,"Comedy, Romance",Preston Sturges,Preston Sturges,"Claudette Colbert, Joel McCrea, Mary Astor, Rudy Vallee","An inventor needs cash to develop his big idea. His wife, who loves him, decides to raise it for him by divorcing him and marrying a millionaire.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjU3MTlmNmUtZmMxZS00YTNmLTlkZWQtOTBhYjNkYjkyMWUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.5,"10,674",tt0035169,movie,N/A,N/A,Paramount Pictures,N/A,True
To Be or Not to Be,1942,Passed,06 Mar 1942,99 min,"Comedy, War",Ernst Lubitsch,"Melchior Lengyel (original story), Edwin Justus Mayer (screenplay)","Carole Lombard, Jack Benny, Robert Stack, Felix Bressart","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","English, German",USA,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.2,"28,639",tt0035446,movie,N/A,N/A,Ernst Lubitsch-Film,N/A,True
Yankee Doodle Dandy,1942,Passed,06 Jun 1942,126 min,"Biography, Drama, Musical",Michael Curtiz,"Robert Buckner (screen play), Edmund Joseph (screen play), Robert Buckner (original story)","James Cagney, Joan Leslie, Walter Huston, Richard Whorf","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",English,USA,Won 3 Oscars. Another 3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.7,"13,865",tt0035575,movie,N/A,N/A,Warner Brothers,N/A,True
Fires Were Started,1943,N/A,12 Apr 1943,63 min,"Drama, War",Humphrey Jennings,Humphrey Jennings,"Philip Dickson, George Gravett, Fred Griffiths, Johnny Houghton",A tale of firefighters in London during the Blitz.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMjA3NTY1ODk2MF5BMl5BanBnXkFtZTgwMjUzODgwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",N/A,6.5,896,tt0035881,movie,N/A,N/A,N/A,N/A,True
The Life and Death of Colonel Blimp,1943,Not Rated,04 May 1945,163 min,"Drama, Romance, War","Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","James McKechnie, Neville Mapp, Vincent Holman, Roger Livesey","From the Boer War through World War II, a soldier rises through the ranks in the British military.","English, French, German",UK,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzg2MzE5YTktNzc3NC00NTI0LTk3OGMtNzQ5OWE4NmJiZGRhXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,8.1,"12,977",tt0036112,movie,N/A,N/A,"Independent Producers, The Archers",N/A,True
The Man in Grey,1943,Approved,13 Mar 1946,90 min,"Drama, History, Romance",Leslie Arliss,"Eleanor Smith (novel), Doreen Montgomery (adaptation), Margaret Kennedy (screenplay), Leslie Arliss (screenplay)","Margaret Lockwood, Phyllis Calvert, James Mason, Stewart Granger","After a brutish, hedonistic Marquis marries a pretty young Clarissa to act as a 'brood sow,' he begins an affair with her friend who plots to take her place.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZjBjZmJlNzYtMWVmYS00MzY5LWIzOGYtNWU0YTE1ODc1N2FlXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.6,920,tt0036135,movie,N/A,N/A,N/A,N/A,True
Meshes of the Afternoon,1943,Not Rated,N/A,14 min,"Short, Fantasy, Mystery","Maya Deren, Alexander Hammid",Maya Deren,"Maya Deren, Alexander Hammid","A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-screen.",None,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYzI0ODY4MTgtNjcxZC00Njk5LWI4MjQtZWRhMzU0ZjgwNDlmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"10,860",tt0036154,movie,N/A,N/A,N/A,N/A,True
Obsession,1943,TV-14,24 May 1949,140 min,"Crime, Drama, Romance",Luchino Visconti,"Luchino Visconti (scenario & dialogue), Mario Alicata (scenario & dialogue), Giuseppe De Santis (scenario & dialogue), Gianni Puccini (scenario & dialogue)","Clara Calamai, Massimo Girotti, Dhia Cristiani, Elio Marcuzzo","Gino, a drifter, begins an affair with inn-owner Giovanna as they plan to get rid of her older husband.",Italian,Italy,1 win.,https://m.media-amazon.com/images/M/MV5BZmVhZTFmNTUtYTVmNS00MTAyLTkzZWItMjM3Y2IyMzdiMzA3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.6,"6,768",tt0035160,movie,N/A,N/A,Industrie Cinematografiche Italiane (ICI),N/A,True
The Ox-Bow Incident,1942,Not Rated,21 May 1943,75 min,"Drama, Western",William A. Wellman,"Lamar Trotti (written for the screen by), Walter Van Tilburg Clark (from the novel by)","Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn","When a posse captures three men suspected of killing a local farmer, they become strongly divided over whether or not to lynch the men.","English, Spanish",USA,Nominated for 1 Oscar. Another 5 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOTBjMDhlM2EtY2RmMC00YzUyLTk5MGEtNThhN2ZhNWIzMTI4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,8.0,"20,627",tt0036244,movie,N/A,N/A,Twentieth Century Fox,N/A,True
The Seventh Victim,1943,Approved,21 Aug 1943,71 min,"Drama, Horror, Mystery",Mark Robson,"Charles O'Neal, DeWitt Bodeen","Tom Conway, Jean Brooks, Isabel Jewell, Kim Hunter","A woman in search of her missing sister uncovers a Satanic cult in New York's Greenwich Village, and finds that they may have something to do with her sibling's random disappearance.","English, Italian, Latin, French",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BNzFjYTg1YTgtMTUwZi00ZTQxLWJjOWEtMzI5MTVkNjQ1ZDllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,6.8,"5,797",tt0036341,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
Shadow of a Doubt,1943,PG,15 Jan 1943,108 min,Thriller,Alfred Hitchcock,"Thornton Wilder (screenplay), Sally Benson (screenplay), Alma Reville (screenplay), Gordon McDonell (from an original story by)","Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers","A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",English,USA,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BM2I1YWM4NTYtYjA0Ny00ZDEwLTg3NTgtNzBjMzZhZTk1YTA1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.8,"58,428",tt0036342,movie,N/A,N/A,Universal Pictures,N/A,True
Double Indemnity,1944,Passed,06 Jul 1944,107 min,"Crime, Drama, Film-Noir, Mystery, Thriller",Billy Wilder,"Billy Wilder (screenplay), Raymond Chandler (screenplay), James M. Cain (from the novel by)","Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall",An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,English,USA,Nominated for 7 Oscars. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.3,"141,588",tt0036775,movie,N/A,N/A,Paramount Pictures,N/A,True
Gaslight,1944,Not Rated,30 Oct 1944,114 min,"Crime, Drama, Mystery, Thriller",George Cukor,"John Van Druten (screenplay), Walter Reisch (screenplay), John L. Balderston (screenplay), Patrick Hamilton (play)","Charles Boyer, Ingrid Bergman, Joseph Cotten, May Whitty","Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.","English, Italian",USA,Won 2 Oscars. Another 4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.8,"23,765",tt0036855,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
Henry V,1944,Not Rated,28 Oct 1945,137 min,"Biography, Drama, History, War",Laurence Olivier,William Shakespeare (by),"Leslie Banks, Felix Aylmer, Robert Helpmann, Vernon Greeves","In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415.","English, French",UK,Nominated for 4 Oscars. Another 8 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDU5MjdlMTgtNGVmNy00ODMwLTg1ZWEtMzkxMzVjZTA3NzY4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"5,670",tt0036910,movie,N/A,N/A,Two Cities Films Ltd.,N/A,True
"Ivan the Terrible, Part I",1944,Not Rated,08 Mar 1947,95 min,"Biography, Drama, History",Sergei M. Eisenstein,Sergei M. Eisenstein,"Nikolay Cherkasov, Lyudmila Tselikovskaya, Serafima Birman, Mikhail Nazvanov","During the early part of his reign, Ivan the Terrible faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people.",Russian,Soviet Union,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjI1MWFmMTktOTE3Mi00NjE0LWFlMDctZGNiZThkODI3YTJjXkEyXkFqcGdeQXVyMTE5MjM5Njk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"8,882",tt0037824,movie,N/A,N/A,N/A,N/A,True
